link,vacancy,company,city,experience,company_rating,wage_k,full_time,office,distant
https://hh.ru/vacancy/92143438?hhtmFrom=vacancy_search_list,Менеджер по работе с партнерами (малый бизнес),"Ак Барс Банк, Начало карьеры",Москва,1,3.6,100.0,1,1,0
https://hh.ru/vacancy/98457269?hhtmFrom=vacancy_search_list,Инженер ПТО (п.Коммунарка),ООО ЛегионСтройГрупп,Москва,1,3.6,100.0,1,1,0
https://hh.ru/vacancy/98495783?hhtmFrom=vacancy_search_list,Шеф-повар,ДОСТАЕВСКИЙ,Москва,1,4.0,105.0,1,1,0
https://hh.ru/vacancy/67795777?hhtmFrom=vacancy_search_list,Бариста (м. ВДНХ),ВкусВилл. Магазины,Москва,0,3.7,74.46,1,0,0
https://hh.ru/vacancy/96446624?hhtmFrom=vacancy_search_list,"Администратор-кассир Cacharel (ТЦ Вегас, м. Домодедовская)",AR Fashion,Москва,1,3.9,75.0,1,0,0
https://hh.ru/vacancy/96682773?hhtmFrom=vacancy_search_list,Инженер-проектировщик упаковки (R&D),AR Fashion,Москва,1,3.8,75.0,1,1,0
https://hh.ru/vacancy/72407160?hhtmFrom=vacancy_search_list,Сборщик заказов (м.Выхино),Lamoda,Москва,0,3.9,105.0,1,0,0
https://hh.ru/vacancy/98478156?hhtmFrom=vacancy_search_list,Менеджер по маркетингу (интернет-маркетолог),VICTORY group,Москва,1,4.4,180.0,1,0,0
https://hh.ru/vacancy/86018055?hhtmFrom=vacancy_search_list,Водитель категории Е,"МАГНИТ, Розничная сеть",Москва,0,4.4,172.0,1,0,0
https://hh.ru/vacancy/96510433?hhtmFrom=vacancy_search_list,Инженер по телекоммуникациям,Fix Price. Офис,Москва,1,3.8,85.0,1,1,0
https://hh.ru/vacancy/94858524?hhtmFrom=vacancy_search_list,Фасовщик-упаковщик товаров,ООО Садовая техника и инструменты,Москва,0,4.3,60.0,1,0,0
https://hh.ru/vacancy/98480054?hhtmFrom=vacancy_search_list,Директор магазина детской одежды,ООО Садовая техника и инструменты,Москва,0,4.1,60.0,1,1,0
https://hh.ru/vacancy/98684466?hhtmFrom=vacancy_search_list,"Продавец-консультант ( м. Крымская, м. Ленинский проспект)",КАНТАТА,Москва,0,4.1,60.0,1,0,0
https://hh.ru/vacancy/93239490?hhtmFrom=vacancy_search_list,Технолог швейного производства,Комус,Москва,1,3.7,150.0,1,1,0
https://hh.ru/vacancy/98554352?hhtmFrom=vacancy_search_list,Оператор фрезерного станка с ЧПУ на мебельное производство,Компания СМАЙЛ,Москва,1,3.7,90.0,1,1,0
https://hh.ru/vacancy/85049734?hhtmFrom=vacancy_search_list,"Продавец - консультант в магазин Just Clothes (ТЦ ""Метрополис"")",Just Clothes,Москва,0,4.4,65.0,1,0,0
https://hh.ru/vacancy/98628002?hhtmFrom=vacancy_search_list,Слесарь по ремонту автомобилей,ИП Лысенко Александр Николаевич,Москва,1,4.4,65.0,1,1,0
https://hh.ru/vacancy/89197877?hhtmFrom=vacancy_search_list,Менеджер по продаже (горячие лиды),ТРЕНД НОВОСТРОЙКИ,Москва,0,4.1,180.0,1,1,0
https://hh.ru/vacancy/96702711?hhtmFrom=vacancy_search_list,Начинающий повар,"Теремок, Группа компаний",Москва,0,4.1,70.0,0,0,0
https://hh.ru/vacancy/98698710?hhtmFrom=vacancy_search_list,Ведущий специалист по взысканию,"Теремок, Группа компаний",Москва,0,4.0,70.0,1,1,0
https://hh.ru/vacancy/84017321?hhtmFrom=vacancy_search_list,Менеджер по продажам,ООО НПК ПолимерГрупп,Москва,0,4.0,80.0,1,1,0
https://hh.ru/vacancy/82904285?hhtmFrom=vacancy_search_list,Водитель погрузчика,"КуулКлевер (МясновЪ, Отдохни)",Москва,1,3.9,80.0,1,0,0
https://hh.ru/vacancy/97883054?hhtmFrom=vacancy_search_list,Водитель,TAXO COMPANY,Москва,0,4.6,110.0,1,1,0
https://hh.ru/vacancy/98303508?hhtmFrom=vacancy_search_list,"Репетитор английского для взрослых (part-time, премиальное направление)",Skyeng,Москва,0,4.2,60.0,0,0,0
https://hh.ru/vacancy/95815749?hhtmFrom=vacancy_search_list,Установщик интернет оборудования,ПАО Ростелеком,Москва,0,4.2,300.0,0,0,0
https://hh.ru/vacancy/83358854?hhtmFrom=vacancy_search_list,Менеджер по продажам металлопроката,ООО СТАЛЬТОРГ,Москва,0,4.2,80.0,1,1,0
https://hh.ru/vacancy/96838337?hhtmFrom=vacancy_search_list,Агент по продажам жилой недвижимости,ООО Агентство недвижимости АРТ,Москва,0,4.0,170.0,1,1,0
https://hh.ru/vacancy/98220432?hhtmFrom=vacancy_search_list,Менеджер по продаже недвижимости (С oбучeнием),Этажи Москва,Москва,0,4.8,150.0,0,1,0
https://hh.ru/vacancy/95050711?hhtmFrom=vacancy_search_list,Менеджер по персоналу/Рекрутер,ИНКОМ-НЕДВИЖИМОСТЬ,Москва,0,3.8,55.0,1,1,0
https://hh.ru/vacancy/98604277?hhtmFrom=vacancy_search_list,Менеджер по продажам ЕЖЕДНЕВНЫЕ ВЫПЛАТЫ (Теплая клиентская база),ООО Биосфера,Москва,0,4.6,100.0,1,1,0
https://hh.ru/vacancy/91524182?hhtmFrom=vacancy_search_list,Продавец консультант женской одежды в ТРЦ XL,PIAZZA ROMA,Москва,1,4.6,70.0,1,0,0
https://hh.ru/vacancy/79093604?hhtmFrom=vacancy_search_list,Продавец ВкусВилл (м. Царицыно),ВкусВилл. Магазины,Москва,0,3.7,71.56,1,0,0
https://hh.ru/vacancy/98698555?hhtmFrom=vacancy_search_list,Старший клиентский менеджер (м. Профсоюзная),Сбер для экспертов,Москва,0,4.0,115.0,1,1,0
https://hh.ru/vacancy/97020155?hhtmFrom=vacancy_search_list,"Менеджер по продажам (B2B, на входящие обращения)",Сбер для экспертов,Москва,0,4.1,115.0,1,1,0
https://hh.ru/vacancy/98626635?hhtmFrom=vacancy_search_list,"Специалист по работе с клиентами (без продаж, возможно удаленно)",ООО Маркгрупп,Москва,1,5.0,80.0,1,1,0
https://hh.ru/vacancy/98238940?hhtmFrom=vacancy_search_list,"Кладовщик при ТЦ ""Горизонт""",BNS Group,Другое,0,4.0,50.0,1,0,0
https://hh.ru/vacancy/85559829?hhtmFrom=vacancy_search_list,Сборщик заказов (м. Щелковская),ВкусВилл. Даркстор,Москва,0,3.7,80.0,1,0,0
https://hh.ru/vacancy/94043362?hhtmFrom=vacancy_search_list,Бариста (м. Баррикадная),ВкусВилл. Магазины,Москва,0,3.7,74.46,1,0,0
https://hh.ru/vacancy/98579799?hhtmFrom=vacancy_search_list,Администратор салона красоты,ИП Гезалова Тунзала Иратхан Кызы,Москва,1,3.7,60.0,1,0,0
https://hh.ru/vacancy/98405323?hhtmFrom=vacancy_search_list,"Продавец-консультант в салон часов и аксессуаров EliteTime (ТРЦ ""Мозайка"")",ИП Филиппов Кирилл Юрьевич,Москва,0,3.7,60.0,1,0,0
https://hh.ru/vacancy/87986705?hhtmFrom=vacancy_search_list,"Продавец-консультант в магазин lady & gentleman CITY (ТЦ ""Европарк"")",Леди и Джентльмен,Москва,0,4.5,70.0,1,0,0
https://hh.ru/vacancy/66619236?hhtmFrom=vacancy_search_list,Продавец-консультант в салон связи Мегафон,"ПАО МегаФон, Салоны связи",Москва,0,3.8,84.0,1,0,0
https://hh.ru/vacancy/89297053?hhtmFrom=vacancy_search_list,Менеджер по исходящим продажам платежного сервиса (интернет-эквайринг),Тинькофф,Москва,1,4.0,180.0,1,1,0
https://hh.ru/vacancy/93354518?hhtmFrom=vacancy_search_list,Водитель-курьер (Москва и Московская область),Ozon Производство,Москва,0,3.7,107.0,1,0,0
https://hh.ru/vacancy/97780481?hhtmFrom=vacancy_search_list,Инженер-технолог,Ozon Производство,Москва,0,4.9,107.0,1,1,0
https://hh.ru/vacancy/98590488?hhtmFrom=vacancy_search_list,Тренер по розничным продажам,ООО Оптимальный Путь,Москва,1,3.7,130.0,1,1,0
https://hh.ru/vacancy/98242745?hhtmFrom=vacancy_search_list,Водитель-курьер (Скотопрогонная),Ozon Производство,Москва,0,3.7,121.0,1,0,0
https://adsrv.hh.ru/click?b=997275&place=35&meta=ckF1ERJ_1IqljgHyf6vJD2dtaadF-9V5X6dvLPxiiAB3-c-41tCx-XGCD6_kTgu72alV7zOd3FJvbxVspZKDo8M69hscDS55TGL5edlaLcPu-t7ygKgd9-4os0e_B0dLAm6K0qqZ3YyO4dBYf612UiNYZohMNCDvZbZfMdq5h5TuPdciKJxP67o9RsJyQBcqA_nM7PJCqx0TkIp7HtBa02JCcvaEKcDBZv03Fd00WqQJTxOMtWXWe6XoUKSKc54Ociq5KoAINxyH4ZvsOXgCZVK1qTIb3Rah3o71Qdz3PoVAjv5NlDP8uTmNnhy5GxwE_CMeBNpHYeBZRnB1BjlMNg5t1Z5_uUIy4erkvBmDwbE9ddgbOh1ZRwVRLPIdsTyv-MR2qrUHdDINv2KQpJtplWqSgFRkqDI8MpLxauNCqoOPlfMofribwCIq8e0xOFhC-W3nGu25jpF9B4AClXivcUvkuHc2FWRw7RwGYLnLl7UgnKToRZkVhlXi0tBq3rZFHl8Qzo7Ub24LRvDfbc8NiQ%3D%3D&clickType=link_to_vacancy,Креатив груп хед (Арт),ООО Добро,Москва,6,4.3,350.0,1,0,0
https://adsrv.hh.ru/click?b=1007109&place=36&meta=LJg9myR50btoc8XElqWCmbm1mJm37d6aBS5117K4GU_QAu3JGKtxt9nmXlXwLFh7xR_P9IO3VQ0BXgJQJk5o0mVSlOE55oTQLuUFS_FxzDqd5S63GAmX8JHXlNWWMGMkELSKSzqjW9B6tbYsRuRKyb5aXtYACUSQ2bsVCGdD34zMzpkrbSOrYBSzzI7CEM_8KuELP4YNVLDdetupUwysTb-5ziGYAwLVxb6J-ltMP3sMZCxzcSQsqWBAK_KQzNlOMmon1wQwwUAKDSjYGlswl1DiFaRsPF4yzcTV3TcpV2l5Q6-sPfYqtxuy5pLBsPEU_W6M4SDU5SKr0oIsFuMNccwdmcnVBXcN3tHRq-1yHanKw8Bv_kIBe2rMpNfakUkxxOYboYcopN2nJO4Z5pWWdmHcII0CNQwRuaZNcVsKcdY_h2RzH0Uje7zVMIVbycnhtHPKxkvEND6PCSt0q9FImcJKkLRDKIhOIN0zdkDgRP7n6psd36rphu_GgtQdWDm60WUBPBwbBghrFibB_8VYgg%3D%3D&clickType=link_to_vacancy,Графический дизайнер,ИП Ткачук Василий Сергеевич,Москва,3,4.3,80.0,1,0,0
https://hh.ru/vacancy/98087309?hhtmFrom=vacancy_search_list,Продавец-консультант,КАНТАТА,Москва,0,4.1,60.0,1,0,0
https://hh.ru/vacancy/98620223?hhtmFrom=vacancy_search_list,Специалист по информационной безопасности,КАНТАТА,Москва,0,4.5,60.0,1,1,0
https://hh.ru/vacancy/97697052?hhtmFrom=vacancy_search_list,Рубщик-Обвальщик,X5 Digital,Москва,0,4.5,82.0,1,0,0
https://hh.ru/vacancy/85301380?hhtmFrom=vacancy_search_list,Менеджер по продажам,Персональный Водитель,Москва,1,4.0,80.0,1,1,0
https://hh.ru/vacancy/98444738?hhtmFrom=vacancy_search_list,Продавец-консультант в магазин игрушек в Novaya Riga Outlet Village,ООО БЕЙБИ АРТ,Москва,3,4.4,75.0,1,0,0
https://hh.ru/vacancy/93845374?hhtmFrom=vacancy_search_list,Инженер по системе качества,ООО Медицинские лазерные технологии,Другое,3,4.4,145.0,1,1,0
https://hh.ru/vacancy/92326900?hhtmFrom=vacancy_search_list,"Сборщик заказов (м. Ховрино, СМЗ)",ВкусВилл. Даркстор,Москва,0,3.7,71.6,1,0,0
https://hh.ru/vacancy/97900021?hhtmFrom=vacancy_search_list,Сотрудник склада Озон (Химки),Ozon Производство,Москва,0,3.7,92.0,1,0,0
https://hh.ru/vacancy/68171324?hhtmFrom=vacancy_search_list,Сборщик заказов м. Тульская (частичная занятость),ВкусВилл. Даркстор,Москва,0,3.7,20.0,0,0,0
https://hh.ru/vacancy/98475601?hhtmFrom=vacancy_search_list,Продавец-консультант,НИППОН,Москва,1,4.1,50.0,1,1,0
https://hh.ru/vacancy/96197367?hhtmFrom=vacancy_search_list,Упаковщик заказов (Щербинка),Ozon Производство,Москва,0,3.7,92.0,1,0,0
https://hh.ru/vacancy/98451856?hhtmFrom=vacancy_search_list,"Продавец-консультант (частичная занятость) в магазины Karl Lagerfeld/Under (ТЦ ""Мега Теплый Стан"")",BNS Group,Москва,0,4.0,35.0,0,0,0
https://hh.ru/vacancy/96766284?hhtmFrom=vacancy_search_list,Менеджер по продажам запчастей для японских марок автомобилей,Realparts,Москва,1,5.0,80.0,1,1,0
https://hh.ru/vacancy/98640374?hhtmFrom=vacancy_search_list,Менеджер по работе с ключевыми партнерами,ЭстэйтЛига,Москва,0,4.9,60.0,1,1,0
https://hh.ru/vacancy/55190504?hhtmFrom=vacancy_search_list,Бариста (м. Рижская),ВкусВилл. Магазины,Москва,0,3.7,74.46,1,1,0
https://hh.ru/vacancy/96108717?hhtmFrom=vacancy_search_list,Руководитель группы по подбору и адаптации персонала,ВкусВилл. Магазины,Москва,0,3.1,74.46,1,1,0
https://hh.ru/vacancy/98520070?hhtmFrom=vacancy_search_list,Курьер небольших посылок,Dostavista.ru служба доставки,Москва,0,4.0,47.0,0,0,0
https://hh.ru/vacancy/97691576?hhtmFrom=vacancy_search_list,Менеджер по подбору персонала на вахту/ Рекрутер/HR менеджер по персоналу,ООО ЦПСП,Москва,1,4.0,100.0,1,1,0
https://hh.ru/vacancy/98619620?hhtmFrom=vacancy_search_list,Торговый представитель/Региональный представитель (Москва и Московская область),ООО Завод лестниц на металлическом каркасе,Москва,1,4.6,150.0,1,1,0
https://hh.ru/vacancy/98562644?hhtmFrom=vacancy_search_list,Автомеханик,FAVORIT MOTORS,Москва,3,4.1,120.0,1,0,0
https://hh.ru/vacancy/98630163?hhtmFrom=vacancy_search_list,Водитель-курьер (Медведково),Ozon Производство,Москва,0,3.7,112.0,1,0,0
https://hh.ru/vacancy/94518347?hhtmFrom=vacancy_search_list,Оператор по работе с клиентами,"«Почта России», Офис",Москва,0,3.1,50.0,1,1,0
https://hh.ru/vacancy/80828914?hhtmFrom=vacancy_search_list,Бариста (м. Ботанический сад),ВкусВилл. Магазины,Москва,0,3.7,71.46,1,0,0
https://hh.ru/vacancy/89000767?hhtmFrom=vacancy_search_list,Водитель такси выплаты ежедневно,ООО М.М.А.,Москва,0,3.7,200.0,1,1,0
https://hh.ru/vacancy/97715618?hhtmFrom=vacancy_search_list,"Комплектовщик/Сборщик интернет-заказов (м. Раменки, СМЗ)",ВкусВилл. Магазины,Москва,0,3.7,71.6,1,0,0
https://hh.ru/vacancy/86677224?hhtmFrom=vacancy_search_list,Водитель-курьер на личном автомобиле (м. Алма-Атинская),Ozon fresh,Москва,0,3.7,135.0,1,0,0
https://hh.ru/vacancy/88089920?hhtmFrom=vacancy_search_list,"Продавец-кассир в бренд Replay (ТЦ ""Орджоникидзе”)",BNS Group,Москва,0,4.0,70.0,1,0,0
https://hh.ru/vacancy/97932460?hhtmFrom=vacancy_search_list,Менеджер по работе с клиентами (не продажи),ООО Курьер Сервис Экспресс Групп,Москва,0,4.0,60.0,1,0,0
https://hh.ru/vacancy/85112980?hhtmFrom=vacancy_search_list,Водитель-курьер (малогабаритные заказы),Lamoda,Москва,0,3.9,110.0,1,0,0
https://hh.ru/vacancy/91438216?hhtmFrom=vacancy_search_list,Работник торгового зала (г. Москва),"МАГНИТ, Розничная сеть",Москва,0,3.9,50.0,0,0,0
https://hh.ru/vacancy/98089702?hhtmFrom=vacancy_search_list,Начинающий повар,"Теремок, Группа компаний",Москва,0,4.1,70.0,1,0,0
https://hh.ru/vacancy/95815215?hhtmFrom=vacancy_search_list,Разработчик DWH,"Теремок, Группа компаний",Москва,0,4.1,70.0,1,1,0
https://hh.ru/vacancy/98684442?hhtmFrom=vacancy_search_list,Продавец-консультант (м. Митино),КАНТАТА,Москва,0,4.1,60.0,1,0,0
https://hh.ru/vacancy/86843554?hhtmFrom=vacancy_search_list,Бухгалтер по учету,Компания Тарра,Москва,1,4.1,80.0,1,1,0
https://hh.ru/vacancy/98698574?hhtmFrom=vacancy_search_list,Старший клиентский менеджер (м. Юго- Западная),Сбер для экспертов,Москва,0,4.0,115.0,1,1,0
https://hh.ru/vacancy/98698519?hhtmFrom=vacancy_search_list,Менеджер выездного сервиса (БТ Юг),Сбер для экспертов,Москва,0,4.0,115.0,1,1,0
https://hh.ru/vacancy/69018741?hhtmFrom=vacancy_search_list,Бариста (м. Войковская),ВкусВилл. Магазины,Москва,0,3.7,74.46,1,1,0
https://hh.ru/vacancy/97696989?hhtmFrom=vacancy_search_list,Менеджер регионального оптового отдела продаж / Региональный менеджер,ООО Экосфера,Москва,3,3.7,95.0,1,1,0
https://hh.ru/vacancy/96999559?hhtmFrom=vacancy_search_list,Менеджер по подбору и адаптации персонала,Froza,Москва,1,4.1,80.0,1,1,0
https://hh.ru/vacancy/98698623?hhtmFrom=vacancy_search_list,Старший клиентский менеджер (м. Октябрьское Поле),Сбер для экспертов,Москва,0,4.0,115.0,1,1,0
https://hh.ru/vacancy/98486633?hhtmFrom=vacancy_search_list,Упаковщик грузчик,Маркетплейсы,Москва,1,4.0,72.8,1,1,0
https://hh.ru/vacancy/85094964?hhtmFrom=vacancy_search_list,Водитель на Lada Largus,Lamoda,Москва,0,3.9,110.0,1,0,0
https://hh.ru/vacancy/98698642?hhtmFrom=vacancy_search_list,"Старший менеджер по обслуживанию, Москва",Сбер для экспертов,Москва,0,4.0,92.8,1,0,0
https://hh.ru/vacancy/95080145?hhtmFrom=vacancy_search_list,Продавец-консультант (ювелирные украшения и наручные часы Swarovski остров в ТРЦ Саларис ),AllTime,Москва,0,4.1,75.0,1,0,0
https://hh.ru/vacancy/98448792?hhtmFrom=vacancy_search_list,Главный инженер проекта,AllTime,Москва,0,4.3,75.0,1,1,0
https://hh.ru/vacancy/98624312?hhtmFrom=vacancy_search_list,Junior sales manager / Менеджер по работе с партнерами,ООО Завод лестниц на металлическом каркасе,Москва,1,4.6,80.0,1,1,0
https://hh.ru/vacancy/91474819?hhtmFrom=vacancy_search_list,Менеджер по продажам корпоративным клиентам,Тинькофф,Москва,1,4.0,140.0,1,1,0
https://hh.ru/vacancy/95126602?hhtmFrom=vacancy_search_list,Менеджер-координатор центра продаж,ООО HeadHunter::Поддержка продаж,Москва,1,4.5,82.0,1,1,0
https://hh.ru/vacancy/66663753?hhtmFrom=vacancy_search_list,Бариста (м. Савеловская),ВкусВилл. Магазины,Москва,0,3.7,74.46,1,0,0
https://hh.ru/vacancy/98606413?hhtmFrom=vacancy_search_list,Менеджер по продажам элитной недвижимости в ЖК ORANGE park,ЭстэйтЛига,Москва,0,4.9,480.0,1,1,0
https://adsrv.hh.ru/click?b=989469&place=35&meta=aXeUQSirL-WAD6_5OtK5V3mxZq7YiqVhoAbN5J52RDsgyBcSN-S0nBcPTg_pHQ3xo8PC4H66HBbpS0ySCPlwOtRhYNDNR6sxfwzDAQC6AUhL9P29Zg_5X5TvX0HI92lr_T1KiOOH8jaz3ba4FSZ-VgZvjpx1cTshQVIDWx9mUADBq21NV77RJ0lKq7u6PVs_YOzVSMkVCR3VA-WbuC0SokIi36ZL4Vpw9a9dZBv0AUiTm-zWYs-DrPcdmx13VnVLZ2Hzdx1KAd9T6DbkJ7ml1CFVtIhQ2f2qCxfbMrPzGBFVz7ydbxnn_Coi5btKkqMxardExkW2hcMsYk9Q2hXOQ3H1tSivCnj5JIw6Kmue2x3KbkzG2Vk6J2KB_bFlxlzhMVXCYrHxbOCcHEqHFHMBaz0CMiF9q9oeRTiJtBKJxVm8AbDTM7E3qjPtu-WhKjwF-LNeiTCJII-5-c1nazemmNdDS0HzfeuUco5rAhBZJ4vF1dx6NSG8lXIjiYBkVMcGS-XX6PYjPpcaH2VyQ2EX0w%3D%3D&clickType=link_to_vacancy,Менеджер отдела продаж,ООО Мир Красоты,Москва,1,4.9,80.0,1,1,0
https://adsrv.hh.ru/click?b=1002078&place=36&meta=13yzymOYnJet00qqmvfNiMEdVO7ZkgVYNkcn5AolSWqAd7LkpAN_RhTHaEtVBzsycbogkobuPMg-V68n4OnQ_9euCV9aJcGtQQRRBr0kS4YFRftQzYIXbCjx6ibUlhnFCS4WHiL_SMSfzYXm_hB_3zoD1M129LzWixNSHIenrrJEXbFEL1PTnhcJtjnicD-lUCL-GOLxNYw-CgWdNVhN9T8j84-7dy1CSP84ctAPhwdyhW4s3IRBH5tGwjsEEW5gnhZvubzwf4hlfHWYrbP8SlBlfEHPfizxBPRT11MRTCt8hkOuziFA56LHkM8cM-tsulj5QiwgZ9eYAV0JaSV34iL9jHsb6jJ_Zyk6IIkQ-hSOKXH82Q9VtUjTdlDwRl5Pg72Fg8edV4AY5QQ4cKkkjnS0PBH18uCzFxQCj9c6sLUgjSIdbgMow8k1y-WC309qA8qQ2LVDqHVsx57KTHi_HAtuRvoDnqydINjnA-QjAgowjeWylO70TSvnpufYLawFZgUGmk4aIuYiKK9WRare1g%3D%3D&clickType=link_to_vacancy,Комплетовщик/Сборщик интернет заказов ( м. Красносельская),ВкусВилл. Даркстор,Москва,0,3.7,80.0,1,0,0
https://hh.ru/vacancy/96280341?hhtmFrom=vacancy_search_list,Сборщик на склад Озон (Внуково),Ozon Производство,Москва,0,3.7,92.0,1,0,0
https://hh.ru/vacancy/98502064?hhtmFrom=vacancy_search_list,Менеджер по продажам элитных новостроек Москвы и Дубая (без поиска),ЭстэйтЛига,Москва,0,4.9,250.0,1,1,0
https://hh.ru/vacancy/98531394?hhtmFrom=vacancy_search_list,Менеджер по продажам элитной недвижимости в ЖК ВЕСТЕРДАМ (ученик),ЭстэйтЛига,Москва,0,4.9,480.0,0,1,0
https://hh.ru/vacancy/91473982?hhtmFrom=vacancy_search_list,Продавец-консультант Магнит Косметик (г. Москва),"МАГНИТ, Розничная сеть",Москва,0,4.9,41.0,0,0,0
https://hh.ru/vacancy/69519547?hhtmFrom=vacancy_search_list,Специалист в салон связи (м. Водный стадион),"ПАО МегаФон, Салоны связи",Москва,0,3.8,84.0,1,0,0
https://hh.ru/vacancy/90187268?hhtmFrom=vacancy_search_list,Начинающий специалист по продажам,ПАО «МТС» ,Москва,0,4.0,70.0,0,1,0
https://hh.ru/vacancy/97722865?hhtmFrom=vacancy_search_list,Старший менеджер по развитию инвестиционного портфеля,Тинькофф,Москва,1,4.0,153.0,1,1,0
https://hh.ru/vacancy/98440586?hhtmFrom=vacancy_search_list,Комплектовщик/Сборщик интернет заказов (Тучково),ВкусВилл. Даркстор,Другое,0,3.7,71.6,1,1,0
https://hh.ru/vacancy/97309295?hhtmFrom=vacancy_search_list,Курьер,Самокат (ООО Лидер консалт - официальный партнер),Москва,0,3.8,171.84,1,1,0
https://hh.ru/vacancy/73584397?hhtmFrom=vacancy_search_list,Продавец (м. Кузьминки),ВкусВилл. Магазины,Москва,0,3.7,71.56,1,0,0
https://hh.ru/vacancy/82358217?hhtmFrom=vacancy_search_list,Специалист по взысканию задолженности,Тинькофф,Москва,0,4.0,80.0,1,1,0
https://hh.ru/vacancy/95209865?hhtmFrom=vacancy_search_list,Продавец-консультант (Русаковская25),ВкусВилл. Магазины,Москва,0,3.7,71.5,1,0,0
https://hh.ru/vacancy/97502572?hhtmFrom=vacancy_search_list,Мастер по пошиву и ремонту обуви и сумок,Мастерская Clean&Care,Москва,1,3.7,130.0,1,0,0
https://hh.ru/vacancy/95554375?hhtmFrom=vacancy_search_list,Упаковщик товаров (Истра),Ozon Производство,Москва,0,3.7,97.0,1,0,0
https://hh.ru/vacancy/97877011?hhtmFrom=vacancy_search_list,Водитель-курьер (Кавказский),Ozon Производство,Москва,0,3.7,90.0,1,0,0
https://hh.ru/vacancy/97198558?hhtmFrom=vacancy_search_list,"Сборщик склада(м.Бульвар Рокоссовского, Просторная,7)",Самокат (ООО Умный ритейл),Москва,0,3.8,60.92,1,1,0
https://hh.ru/vacancy/92968672?hhtmFrom=vacancy_search_list,Кладовщик-комплектовщик склада,Пятёрочка. Распределительные центры,Москва,0,3.8,90.0,1,1,0
https://hh.ru/vacancy/91727131?hhtmFrom=vacancy_search_list,Главный специалист по информационной безопасности,Пятёрочка. Распределительные центры,Москва,0,3.1,90.0,1,1,0
https://hh.ru/vacancy/94540199?hhtmFrom=vacancy_search_list,Продавец-консультант Cacharel (ТЦ Мега Теплый Стан),AR Fashion,Москва,0,3.9,70.0,1,0,0
https://hh.ru/vacancy/98698590?hhtmFrom=vacancy_search_list,"Старший клиентский менеджер (г.Москва, пос.Коммунарка)",AR Fashion,Москва,0,4.0,70.0,1,1,0
https://hh.ru/vacancy/89422204?hhtmFrom=vacancy_search_list,Сборщик заказов на склад (м. Добрынинская),ВкусВилл. Даркстор,Москва,0,3.7,71.6,1,0,0
https://hh.ru/vacancy/68700990?hhtmFrom=vacancy_search_list,Бариста (м. Алексеевская),ВкусВилл. Магазины,Москва,0,3.7,74.46,1,1,0
https://hh.ru/vacancy/73584549?hhtmFrom=vacancy_search_list,Продавец (м. Печатники),ВкусВилл. Магазины,Москва,0,3.7,71.56,1,0,0
https://hh.ru/vacancy/82850817?hhtmFrom=vacancy_search_list,Продавец-консультант в магазин Just Clothes,Just Clothes,Москва,0,4.4,65.0,1,0,0
https://hh.ru/vacancy/96121735?hhtmFrom=vacancy_search_list,Работник склада (Строгино),Ozon Производство,Москва,0,3.7,92.0,1,0,0
https://hh.ru/vacancy/96067598?hhtmFrom=vacancy_search_list,"Продавец-консультант в магазин Just Clothes (ТЦ ""МЕГА Химки"")",Just Clothes,Другое,0,4.4,65.0,1,0,0
https://hh.ru/vacancy/94284757?hhtmFrom=vacancy_search_list,"Руководитель/Менеджер отдела ""Мебель""",Hoff,Москва,1,3.8,96.0,1,1,0
https://hh.ru/vacancy/97630200?hhtmFrom=vacancy_search_list,Главный технолог рыбного производства,ООО ПРОМОРЕ,Москва,3,4.0,150.0,1,1,0
https://hh.ru/vacancy/98499509?hhtmFrom=vacancy_search_list,Оператор по взысканию ранней задолженности,Тинькофф,Москва,0,4.0,42.0,1,0,0
https://hh.ru/vacancy/91475054?hhtmFrom=vacancy_search_list,Менеджер по продажам образовательных мероприятий,ООО Организационный комитет деловых мероприятий,Москва,1,4.6,65.0,1,1,0
https://hh.ru/vacancy/98599542?hhtmFrom=vacancy_search_list,Менеджер по аренде/продаже коммерческой недвижимости,Агентство недвижимости Hermes Realty,Москва,1,4.9,350.0,1,1,0
https://hh.ru/vacancy/91860969?hhtmFrom=vacancy_search_list,Водитель категории Е - магистральная доставка,"МАГНИТ, Розничная сеть",Москва,0,4.9,156.0,1,0,0
https://hh.ru/vacancy/90781988?hhtmFrom=vacancy_search_list,Водитель-курьер на автомобиле компании,Lamoda,Москва,0,3.9,110.0,1,0,0
https://hh.ru/vacancy/98704700?hhtmFrom=vacancy_search_list,Продавец в ТЦ Дискавери м. Ховрино,М.Видео-Эльдорадо. Магазины,Москва,0,4.0,50.0,1,0,0
https://hh.ru/vacancy/98698664?hhtmFrom=vacancy_search_list,Старший клиентский менеджер (м. Народное Ополчение),Сбер для экспертов,Москва,0,4.0,115.0,1,1,0
https://hh.ru/vacancy/97583113?hhtmFrom=vacancy_search_list,Продавец-консультант (Ленинградское ш. 130),ВкусВилл. Магазины,Москва,0,3.7,71.5,1,0,0
https://hh.ru/vacancy/98698666?hhtmFrom=vacancy_search_list,Старший клиентский менеджер (м. Баррикадная),Сбер для экспертов,Москва,0,4.0,115.0,1,1,0
https://hh.ru/vacancy/98603375?hhtmFrom=vacancy_search_list,Бетонщик,Сбер для экспертов,Москва,0,4.0,115.0,1,1,0
